geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene345,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene346,4.512614,125.022804,73.850402,3.987262,65.100738,22.689173,0.853739
gene347,12.440891,16.526924,5.595930,12.730411,19.261231,22.907344,13.270298
gene348,207.679490,235.437797,326.063437,262.152596,314.674381,404.452736,368.654911
gene349,61.421873,14.415868,25.945566,42.542417,11.670732,67.827938,73.356188
gene350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene351,0.000000,0.037707,0.000000,0.000000,0.000000,0.000000,0.000000
gene352,68.525248,79.034697,187.810383,90.483249,88.994956,135.638423,45.675895
gene353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene354,194.361485,198.314102,307.153814,369.488264,313.436959,221.635601,257.867144
gene355,60.643251,82.576147,34.102928,92.079205,99.527156,54.804381,79.797954
gene356,0.000000,0.000000,4.238664,2.737554,2.052356,0.195599,12.632540
gene357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene359,30.121436,15.795155,31.106626,4.562527,2.939155,3.601456,21.166437
gene360,202.355358,149.924932,96.543586,162.025847,78.068245,134.834475,158.870387
gene361,0.000000,0.000000,8.066482,18.495948,0.000000,48.321464,0.000000
gene362,0.000000,0.000000,8.825915,0.000000,0.000000,0.000000,0.000000
gene363,17.011094,9.559188,0.658383,29.724738,16.971212,3.501644,0.000000
gene364,0.000000,10.809205,3.143696,17.983666,40.456860,6.005776,0.000000
gene365,1828.123794,1681.252305,1590.901180,2038.435347,1417.378494,1118.495499,1436.347581
gene366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene367,0.000000,0.000000,0.000000,0.084716,0.982324,0.000000,0.045348
gene368,1.588335,0.000000,49.060936,0.000000,0.064994,0.000000,0.000000
gene369,0.000000,0.000000,0.000000,0.000000,0.092862,0.000000,1.080287
gene370,9.527779,0.059734,13.619848,19.976788,17.879701,47.742474,17.183301
gene371,1.849501,0.000000,2.908886,1.343033,0.000000,0.000000,0.000000
gene372,0.142120,6.751045,11.659937,3.544794,1.201861,3.215364,13.027261
gene373,0.000000,0.000000,0.000000,0.033420,0.000000,0.013190,0.000000
gene374,0.023404,0.000000,22.704750,0.030722,5.818460,0.363762,0.098669
gene375,263.692416,152.655933,347.016946,596.702943,237.054981,347.785622,579.812028
gene376,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene377,0.000000,24.759319,7.080564,5.737059,2.670675,13.833653,0.313825
gene378,6.371161,12.577977,31.808570,38.461829,197.152178,90.541231,51.531577
gene379,17.905579,39.560695,89.331259,35.007477,56.539377,38.683347,32.391328
gene380,0.000000,6.964857,2.126660,0.000000,0.000000,2.862308,0.000000
gene381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene383,29.700155,0.000000,34.782862,0.000000,0.000000,8.203009,3.471797
gene384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene386,8.931941,4.897365,5.338263,4.375496,0.000000,0.000000,10.519195
gene387,0.000000,0.075798,0.000000,0.000000,0.000000,2.540568,0.000000
gene388,218.209804,9.925760,82.743948,75.556475,80.447613,63.535102,10.127943
gene389,2.147219,2.090675,0.000000,52.141074,0.000000,43.382481,0.000000
gene390,0.319916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene391,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene392,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene393,4.191214,0.000000,5.402835,0.744739,0.000000,0.000000,0.000000
gene394,84.732073,146.675271,255.585218,328.683252,218.643946,245.448783,166.498882
gene395,290.549618,216.996569,101.780812,126.131458,99.589498,93.336066,94.881741
gene396,0.000000,0.000000,0.057860,0.000000,0.082005,6.330463,0.000000
gene397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene398,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene399,23.176365,39.146659,29.788521,28.280068,29.977546,20.964750,40.314803
gene400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene401,0.000000,0.000000,0.037847,4.440932,0.000000,0.032864,8.260741
gene402,0.122168,0.390913,5.467090,7.652218,1.948192,0.162763,27.692037
gene403,4.757955,0.000000,2.223614,3.784524,6.659820,0.072862,0.988206
gene404,84.769954,5.851669,9.170727,0.083038,27.921380,1.376464,1.866702
gene405,0.185507,0.499825,0.000000,0.000000,0.000000,10.370839,17.380331
gene406,0.000000,0.000000,0.000000,50.040046,0.000000,6.379100,0.000000
gene407,0.022628,0.000000,0.020252,0.000000,0.000000,0.000000,0.000000
gene408,54.871566,43.487958,27.021917,80.328131,47.382744,0.109135,47.414793
gene409,0.194631,0.000000,0.348394,0.000000,5.596151,10.789963,0.000000
gene410,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene411,109.286748,107.463464,115.267329,136.875821,124.669166,254.352855,385.202022
gene412,13.211299,61.788425,38.994189,86.987482,43.183403,18.474922,88.257497
gene413,28.764528,19.385295,0.168074,6.697293,10.004929,9.486597,5.718268
gene414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene415,47.297782,97.712793,29.052773,24.574441,23.745947,21.048840,29.247498
gene416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene417,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene418,0.036321,0.442139,13.428067,15.805977,0.322510,2.004149,0.433887
gene419,0.288877,0.281315,0.689441,46.959659,2.442864,19.905852,2.368192
gene420,0.000000,0.000000,0.000000,0.078385,0.000000,0.030937,0.000000
gene421,40.929255,23.561863,2.851935,62.993477,30.836831,21.892374,42.341891
gene422,0.058624,0.000000,0.000000,0.000000,6.097865,0.091121,0.000000
gene423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene426,43.842799,28.877067,18.436367,0.834609,72.389248,21.147579,14.224800
gene427,0.018816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene428,26.747870,18.466865,16.146314,24.569116,17.038350,12.018963,1.665642
gene429,18.314031,36.457883,31.391811,15.195212,33.348529,41.109660,62.084778
gene430,0.000000,0.000000,0.112289,0.020587,0.000000,0.609403,0.000000
gene431,0.026492,0.000000,0.047422,0.000000,0.000000,0.000000,0.000000
gene432,2.751477,23.128619,0.259222,0.095053,5.327219,8.328367,15.060734
gene433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene435,6.753287,26.790390,11.118152,13.542515,40.021362,10.870047,19.843385
gene436,11.584056,10.207586,20.391210,23.798212,15.537850,28.014684,20.977503
gene437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene438,37.327152,149.942551,218.273227,155.374384,133.275322,149.431471,258.094032
gene439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene440,112.690007,90.535915,15.813812,65.223911,37.441651,61.632802,46.631931
gene441,0.077938,0.000000,0.000000,0.013642,0.000000,0.419961,0.452744
gene442,0.584932,0.000000,0.000000,0.000000,0.000000,1.262755,0.000000
gene443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene444,54.912576,67.459715,113.485724,53.236538,51.325491,79.790560,20.760200
gene445,12.017112,9.679452,24.551487,6.947813,16.205251,31.203759,13.455818
gene446,6.635143,0.000000,0.293261,0.000000,0.000000,0.000000,0.000000
gene447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene448,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene451,346.806679,326.974560,925.709015,416.906079,746.778422,767.785621,289.574908
gene452,19.115486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene456,0.015136,1.665665,0.027094,3.000368,0.038400,4.258337,9.125886
gene457,0.209134,0.000000,0.000000,0.171587,0.066321,0.731391,0.955221
gene458,10.310671,66.334380,194.082508,28.083144,152.108640,68.395625,48.606559
gene459,20.985278,45.374183,19.780544,26.903236,33.561038,14.389149,12.991726
gene460,0.000000,0.000000,0.000000,0.000000,2.807313,0.013871,0.000000
gene461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene462,0.000000,0.000000,0.000000,0.065692,0.126607,0.000000,6.329540
gene463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene465,149.803917,229.089754,197.776279,214.189905,309.463843,325.373488,333.158887
gene466,0.000000,0.000000,1.421188,0.000000,0.000000,0.000000,0.000000
gene467,0.000000,0.000000,0.075111,0.000000,0.000000,0.065349,0.768137
gene468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene469,25.034966,6.454550,15.052652,40.469857,49.141666,16.338401,24.020061
gene470,29.938049,29.937960,0.179832,67.458203,69.198594,113.914330,28.591330
gene471,10.780409,41.719236,41.118521,32.335519,15.344474,31.564302,24.399776
gene472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene475,0.175168,0.113725,0.156777,9.313031,0.000000,1.270594,0.000000
gene476,172.889862,352.287921,236.091437,203.410625,281.012490,223.925743,133.172131
gene477,23.725777,75.927300,25.184415,53.130991,92.344673,58.746199,41.454536
gene478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene480,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene481,27.157787,1.652981,0.000000,0.000000,0.000000,0.000000,0.000000
gene482,123.926311,185.006723,117.271489,136.301355,138.889813,132.563960,118.981424
gene483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene485,7.063211,24.331709,28.503806,0.087468,1.859362,14.654438,40.216756
gene486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene487,7.829403,38.746604,23.599488,14.515267,36.574982,39.565651,11.598633
gene488,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene489,0.000000,0.190139,15.144637,2.135886,8.090446,22.356009,0.000000
gene490,0.000000,0.039027,11.370037,9.508971,7.981107,2.211299,2.914646
gene491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene493,0.000000,0.000000,0.000000,0.097985,0.000000,0.000000,0.000000
gene494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene496,0.000000,27.931936,0.000000,0.000000,0.000000,0.000000,0.000000
gene497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene498,33.456748,7.939266,21.614209,15.800931,12.195004,9.503832,25.076650
gene499,0.000000,5.464241,0.398561,62.611722,63.602066,32.670494,78.168123
gene500,0.000000,0.000000,6.665705,0.000000,31.648403,0.000000,0.000000
gene501,0.158065,0.000000,0.000000,0.830000,0.000000,0.000000,0.000000
gene502,40.464571,62.807954,21.045023,18.600047,14.714298,40.942346,4.556472
gene503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene505,0.000000,0.000000,0.000000,0.083680,0.000000,0.000000,0.000000
gene506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.286259
gene508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene509,34.954579,10.743721,0.103936,0.000000,0.736542,1.353769,56.877757
gene510,0.000000,0.000000,0.000000,0.000000,0.000000,0.571516,0.000000
gene511,6.316146,32.512422,24.047818,61.067704,82.155062,117.030074,13.526483
gene512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene515,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene516,0.000000,0.385132,0.000000,0.000000,0.000000,0.364265,0.349948
gene517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene518,0.232301,27.146592,4.490794,28.909145,7.661342,11.843077,31.602150
gene519,0.000000,0.000000,0.000000,0.000000,0.000000,1.527646,0.000000
gene520,0.129639,0.000000,18.719227,24.449634,0.000000,0.000000,0.000000
gene521,0.000000,13.500272,1.701576,19.966200,1.758488,8.157250,4.007884
gene522,0.493008,0.000000,1.304560,0.028139,0.000000,0.000000,0.000000
gene523,0.572669,0.659077,1.584188,0.615076,1.056599,0.728270,0.292658
gene524,0.948351,0.000000,0.065291,0.071824,1.897011,0.028347,0.948352
gene525,41.323293,0.211461,13.937008,27.610425,14.165607,19.817401,20.445976
gene526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene527,1.660692,2.744458,0.780704,2.576449,0.000000,0.000000,0.000000
gene528,66.307516,8.506807,60.815839,38.260022,61.792286,67.651421,97.552726
gene529,43.282585,51.954082,45.241615,130.575875,74.822785,56.475864,76.172504
gene530,69.560107,13.759816,17.307930,19.915774,0.000000,0.000000,0.274526
gene531,0.095909,24.190871,1.030075,20.302737,107.733398,100.303466,87.129008
gene532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene534,0.029265,1.909478,21.739714,0.000000,0.000000,0.045488,0.000000
gene535,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene537,3.182899,0.000000,0.160492,0.000000,0.000000,0.034840,1.165570
gene538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene540,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene541,0.310251,54.460552,0.971875,4.683742,0.491941,13.803987,0.000000
gene542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene543,0.000000,9.763200,9.087669,9.716142,10.745339,1.595962,11.844936
gene544,12.081555,26.860623,46.712356,67.757647,26.056601,24.700689,10.621157
gene545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene548,2.397950,0.000000,0.000000,0.000000,0.000000,0.000000,1.921741
gene549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene550,42.936813,25.421451,88.534786,40.806960,25.706157,87.290502,27.514829
gene551,0.000000,0.000000,60.940814,0.000000,48.884098,2.693958,0.000000
gene552,0.000000,0.000000,0.912983,0.000000,0.000000,0.033624,0.000000
gene553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene554,0.071696,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene556,0.000000,0.000000,0.789475,0.000000,32.449563,0.000000,0.000000
gene557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene559,0.866461,0.000000,23.356037,1.672715,16.809834,8.952085,0.716312
gene560,13.283556,58.331513,9.363095,40.688631,10.184174,12.630311,38.055630
gene561,0.000000,0.000000,0.079712,0.000000,0.000000,0.069217,0.000000
gene562,0.000000,0.000000,0.000000,0.000000,0.000000,0.037453,0.000000
gene563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene565,0.000000,0.000000,1.221008,0.000000,0.000000,0.000000,0.000000
gene566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene567,0.000000,0.000000,6.081755,0.000000,0.000000,0.000000,0.000000
gene568,19.011702,124.692766,80.834228,54.177632,13.765275,93.366729,106.276280
gene569,0.000000,0.000000,1.814553,0.000000,11.029996,2.696090,28.683236
gene570,7.637609,12.242618,8.681913,17.283609,7.079057,15.961450,24.049289
gene571,0.000000,0.000000,0.000000,0.000000,0.000000,0.011077,0.000000
gene572,32.230428,31.379682,8.828254,22.231187,3.336694,8.688936,25.876471
gene573,0.023192,16.668481,0.000000,0.000000,0.000000,0.036049,0.000000
gene574,6.807615,0.000000,66.622402,33.622480,77.294391,68.171608,38.818828
gene575,52.351265,86.747707,73.697251,120.855125,72.383375,22.637608,116.330294
gene576,0.000000,0.000000,0.000000,0.000000,0.203704,0.000000,0.225689
gene577,135.698304,53.929719,63.104169,74.092342,136.448138,151.224449,172.237733
gene578,90.739375,93.862737,45.840274,120.776534,119.855481,72.800453,154.245432
gene579,72.800832,15.334776,3.891644,17.694944,22.220074,0.048275,23.483352
gene580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene581,0.000000,0.000000,0.000000,0.000000,0.000000,0.151666,0.000000
gene582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene583,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene584,0.000000,0.000000,0.000000,0.091425,0.000000,0.000000,0.000000
gene585,0.000000,0.000000,0.000000,0.047950,0.000000,0.000000,0.000000
gene586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene588,145.215865,87.785490,175.978354,228.786973,171.735530,134.486142,94.447985
gene589,0.000000,0.000000,3.919599,0.000000,0.000000,0.000000,0.000000
gene590,0.000000,1.366888,0.000000,25.795825,0.000000,0.000000,0.000000
gene591,1.442470,0.000000,1.652476,0.000000,0.000000,0.000000,0.000000
gene592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene595,24.370879,79.464909,62.478328,55.438625,111.222840,62.083789,96.593655
gene596,144.663311,245.829059,263.540463,149.591317,139.140212,108.031313,112.171487
gene597,11.947387,47.704860,44.722703,1.458957,38.009586,22.157906,61.335439
gene598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene599,18.025616,6.728353,4.249425,2.106254,9.220956,7.225858,6.189523
gene600,0.000000,0.000000,0.038790,0.000000,0.000000,0.000000,0.000000
gene601,0.000000,0.000000,0.039411,0.028955,0.000000,0.000000,0.371315
gene602,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene604,19.228485,16.951064,0.000000,27.923138,3.586959,13.918241,9.758611
gene605,0.000000,0.000000,0.000000,0.000000,8.129275,16.970771,0.000000
gene606,0.000000,0.284151,4.650898,0.911987,0.000000,0.000000,0.000000
gene607,0.000000,0.000000,20.432141,0.000000,22.275702,0.938274,0.000000
gene608,0.000000,0.000000,0.154981,5.001036,14.277575,4.710197,0.000000
gene609,31.440086,16.842244,77.786989,111.884388,62.281843,34.172251,88.158974
gene610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene611,80.054277,45.931422,28.307234,99.585820,81.232898,75.491454,54.805856
gene612,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
